#values from table in paper
#pT bin center [GeV], cross section [pb*GeV^2]
5.25	1.14e+03
5.75	6.13e+02
6.25	3.48e+02
6.75	2.31e+02
7.25	1.36e+02
7.75	9.29e+01
8.25	6.70e+01
8.75	4.83e+01
9.25	3.21e+01
9.75	2.04e+01
11.00	9.81e+00
13.00	2.97e+00
15.00	1.06e+00
17.00	3.38e-01
19.00	1.73e-01
21.00	8.82e-02
23.00	4.22e-02
25.00	2.87e-02
