0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0
0 30 0
0 31 0
0 32 0
0 33 0
0 34 0
0 35 0
0 36 0
0 37 0
0 38 0
0 39 0
0 40 0
0 41 0
0 42 0
0 43 0
0 44 0
0 45 0
0 46 0
0 47 0
0 48 0
0 49 0
0 50 0
0 51 0
0 52 0
0 53 0
0 54 0
0 55 0
0 56 0
0 57 0
0 58 0
0 59 0
0 60 0
0 61 0
0 62 0
0 63 0
0 64 0
0 65 0
0 66 0
0 67 0
0 68 0
0 69 0
0 70 0
0 71 0
0 0 1
0 1 1
0 2 1
0 3 1
0 4 1
0 5 1
0 6 1
0 7 1
0 8 1
0 9 1
0 10 1
0 11 1
0 12 1
0 13 1
0 14 1
0 15 1
0 16 1
0 17 1
0 18 1
0 19 1
0 20 1
0 21 1
0 22 1
0 23 1
0 24 1
0 25 1
0 26 1
0 27 1
0 28 1
0 29 1
0 30 1
0 31 1
0 32 1
0 33 1
0 34 1
0 35 1
0 36 1
0 37 1
0 38 1
0 39 1
0 40 1
0 41 1
0 42 1
0 43 1
0 44 1
0 45 1
0 46 1
0 47 1
0 48 1
0 49 1
0 50 1
0 51 1
0 52 1
0 53 1
0 54 1
0 55 1
0 56 1
0 57 1
0 58 1
0 59 1
0 60 1
0 61 1
0 62 1
0 63 1
0 64 1
0 65 1
0 66 1
0 67 1
0 68 1
0 69 1
0 70 1
0 71 1
0 0 2
0 1 2
0 20 2
0 21 2
0 22 2
0 62 2
0 63 2
0 70 2
0 71 2
0 0 3
0 1 3
0 18 3
0 19 3
0 20 3
0 21 3
0 22 3
0 63 3
0 64 3
0 69 3
0 70 3
0 71 3
0 0 4
0 1 4
0 18 4
0 19 4
0 20 4
0 21 4
0 22 4
0 62 4
0 66 4
0 70 4
0 71 4
0 0 5
0 1 5
0 18 5
0 19 5
0 20 5
0 21 5
0 62 5
0 63 5
0 68 5
0 70 5
0 71 5
0 0 6
0 1 6
0 38 6
0 39 6
0 66 6
0 70 6
0 71 6
0 0 7
0 1 7
0 2 7
0 38 7
0 58 7
0 60 7
0 70 7
0 71 7
0 0 8
0 1 8
0 2 8
0 3 8
0 38 8
0 70 8
0 71 8
0 0 9
0 1 9
0 2 9
0 3 9
0 4 9
0 5 9
0 38 9
0 70 9
0 71 9
0 0 10
0 1 10
0 2 10
0 3 10
0 4 10
0 5 10
0 38 10
0 70 10
0 71 10
0 0 11
0 1 11
0 2 11
0 3 11
0 4 11
0 5 11
0 38 11
0 39 11
0 70 11
0 71 11
0 0 12
0 1 12
0 2 12
0 3 12
0 4 12
0 47 12
0 70 12
0 71 12
0 0 13
0 1 13
0 22 13
0 23 13
0 24 13
0 25 13
0 26 13
0 32 13
0 33 13
0 34 13
0 70 13
0 71 13
0 0 14
0 1 14
0 22 14
0 23 14
0 24 14
0 25 14
0 26 14
0 32 14
0 33 14
0 34 14
0 35 14
0 36 14
0 37 14
0 70 14
0 71 14
0 0 15
0 1 15
0 22 15
0 23 15
0 24 15
0 25 15
0 26 15
0 32 15
0 33 15
0 34 15
0 35 15
0 36 15
0 37 15
0 46 15
0 70 15
0 71 15
0 0 16
0 1 16
0 35 16
0 36 16
0 37 16
0 70 16
0 71 16
0 0 17
0 1 17
0 17 17
0 70 17
0 71 17
0 0 18
0 1 18
0 70 18
0 71 18
0 0 19
0 1 19
0 32 19
0 33 19
0 34 19
0 35 19
0 36 19
0 70 19
0 71 19
0 0 20
0 1 20
0 32 20
0 33 20
0 34 20
0 35 20
0 36 20
0 37 20
0 38 20
0 39 20
0 70 20
0 71 20
0 0 21
0 1 21
0 31 21
0 32 21
0 33 21
0 34 21
0 35 21
0 36 21
0 37 21
0 38 21
0 39 21
0 40 21
0 56 21
0 70 21
0 71 21
0 0 22
0 1 22
0 31 22
0 32 22
0 33 22
0 34 22
0 35 22
0 36 22
0 37 22
0 38 22
0 39 22
0 40 22
0 42 22
0 70 22
0 71 22
0 0 23
0 1 23
0 16 23
0 17 23
0 18 23
0 19 23
0 20 23
0 21 23
0 31 23
0 32 23
0 33 23
0 34 23
0 35 23
0 36 23
0 37 23
0 38 23
0 39 23
0 40 23
0 70 23
0 71 23
0 0 24
0 1 24
0 16 24
0 17 24
0 18 24
0 19 24
0 20 24
0 21 24
0 27 24
0 28 24
0 29 24
0 34 24
0 35 24
0 36 24
0 37 24
0 38 24
0 49 24
0 70 24
0 71 24
0 0 25
0 1 25
0 16 25
0 17 25
0 18 25
0 19 25
0 20 25
0 21 25
0 27 25
0 28 25
0 29 25
0 30 25
0 51 25
0 70 25
0 71 25
0 0 26
0 1 26
0 27 26
0 28 26
0 29 26
0 65 26
0 66 26
0 67 26
0 68 26
0 70 26
0 71 26
0 0 27
0 1 27
0 16 27
0 17 27
0 18 27
0 65 27
0 66 27
0 67 27
0 68 27
0 69 27
0 70 27
0 71 27
0 0 28
0 1 28
0 9 28
0 16 28
0 17 28
0 18 28
0 35 28
0 65 28
0 66 28
0 67 28
0 68 28
0 69 28
0 70 28
0 71 28
0 0 29
0 1 29
0 4 29
0 5 29
0 6 29
0 7 29
0 16 29
0 17 29
0 18 29
0 49 29
0 57 29
0 65 29
0 66 29
0 67 29
0 68 29
0 69 29
0 70 29
0 71 29
0 0 30
0 1 30
0 3 30
0 4 30
0 5 30
0 6 30
0 7 30
0 8 30
0 60 30
0 61 30
0 63 30
0 66 30
0 67 30
0 68 30
0 70 30
0 71 30
0 0 31
0 1 31
0 3 31
0 4 31
0 5 31
0 6 31
0 7 31
0 8 31
0 25 31
0 26 31
0 27 31
0 28 31
0 34 31
0 35 31
0 36 31
0 55 31
0 56 31
0 58 31
0 60 31
0 61 31
0 62 31
0 63 31
0 70 31
0 71 31
0 0 32
0 1 32
0 3 32
0 4 32
0 5 32
0 6 32
0 7 32
0 8 32
0 25 32
0 26 32
0 27 32
0 28 32
0 34 32
0 35 32
0 36 32
0 40 32
0 41 32
0 42 32
0 43 32
0 52 32
0 53 32
0 54 32
0 56 32
0 59 32
0 70 32
0 71 32
0 0 33
0 1 33
0 4 33
0 5 33
0 6 33
0 7 33
0 8 33
0 25 33
0 26 33
0 27 33
0 28 33
0 29 33
0 30 33
0 34 33
0 35 33
0 36 33
0 40 33
0 41 33
0 42 33
0 43 33
0 58 33
0 70 33
0 71 33
0 0 34
0 1 34
0 2 34
0 3 34
0 4 34
0 5 34
0 6 34
0 7 34
0 8 34
0 9 34
0 10 34
0 11 34
0 12 34
0 13 34
0 14 34
0 15 34
0 16 34
0 17 34
0 18 34
0 19 34
0 20 34
0 21 34
0 22 34
0 23 34
0 24 34
0 25 34
0 26 34
0 27 34
0 28 34
0 29 34
0 30 34
0 31 34
0 32 34
0 33 34
0 34 34
0 35 34
0 36 34
0 37 34
0 38 34
0 39 34
0 40 34
0 41 34
0 42 34
0 43 34
0 44 34
0 45 34
0 46 34
0 47 34
0 48 34
0 49 34
0 50 34
0 51 34
0 52 34
0 53 34
0 54 34
0 55 34
0 56 34
0 57 34
0 58 34
0 59 34
0 60 34
0 61 34
0 62 34
0 63 34
0 64 34
0 65 34
0 66 34
0 67 34
0 68 34
0 69 34
